Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bg
Buceros rhinoceros,Rhinoceros Hornbill,rhihor1,109749651,FALSE,Малайска птица носорог
Anorrhinus galeritus,Bushy-crested Hornbill,buchor1,129421,FALSE,Белолика птица носорог
Anorrhinus austeni,Austen's Brown Hornbill,brnhor1,393803991,FALSE,Азиатска кафява птица носорог
Anorrhinus tickelli,Tickell's Brown Hornbill,ruchor1,207902661,FALSE,Червенобуза птица носорог
Ocyceros birostris,Indian Grey Hornbill,inghor2,204027061,FALSE,Индийска сива птица носорог
Ocyceros griseus,Malabar Grey Hornbill,maghor2,239036501,FALSE,Малабарска сива птица носорог
Ocyceros gingalensis,Sri Lankan Grey Hornbill,ceghor1,203933011,FALSE,Цейлонска сива птица носорог
Anthracoceros malayanus,Black Hornbill,blahor1,36630,FALSE,Черна птица носорог
Anthracoceros montani,Sulu Hornbill,sulhor2,631207956,TRUE,Сулуанска птица носорог
Anthracoceros coronatus,Indian Pied Hornbill,maphor1,285082671,FALSE,Малабарска птица носорог
Anthracoceros albirostris,Oriental Pied Hornbill,orphor1,135846491,FALSE,Ориенталска птица носорог
Anthracoceros marchei,Palawan Hornbill,palhor1,633422772,FALSE,Палауанска птица носорог
Aceros nipalensis,Rufous-necked Hornbill,runhor1,203901221,FALSE,Ръждивоврата птица носорог
Rhabdotorrhinus corrugatus,Wrinkled Hornbill,wrihor1,541558021,FALSE,Беловрата птица носорог
Rhabdotorrhinus exarhatus,Sulawesi Hornbill,sulhor1,32939,FALSE,Сулавеска птица носорог
Rhabdotorrhinus leucocephalus,Writhed Hornbill,wrihor2,203999791,FALSE,Белоглава птица носорог
Rhabdotorrhinus waldeni,Rufous-headed Hornbill,wrbhor1,203899191,FALSE,Панайска птица носорог
Penelopides panini,Visayan Hornbill,tarhor1,274903081,FALSE,Висаянска птица носорог
Penelopides affinis,Mindanao Hornbill,minhor1,651786611,FALSE,Минданаоска птица носорог
Penelopides mindorensis,Mindoro Hornbill,minhor2,638563658,FALSE,Миндороска птица носорог
Penelopides manillae,Luzon Hornbill,luzhor1,632545278,FALSE,Лусонска птица носорог
Rhyticeros cassidix,Knobbed Hornbill,knohor1,203945551,FALSE,Червенорога птица носорог
Rhyticeros everetti,Sumba Hornbill,sumhor1,199793421,FALSE,Сумбанска птица носорог
Rhyticeros undulatus,Wreathed Hornbill,wrehor1,609065063,FALSE,Вълниста птица носорог
Rhyticeros subruficollis,Plain-pouched Hornbill,plphor1,638940368,FALSE,Червеноврата птица носорог
Rhyticeros narcondami,Narcondam Hornbill,narhor1,151625211,FALSE,Наркондамска птица носорог
Rhyticeros plicatus,Blyth's Hornbill,blyhor1,21222,TRUE,Папуаска птица носорог
COLIIFORMES,,,,FALSE,
COLIIDAE,Mousebirds,,,FALSE,
Colius striatus,Speckled Mousebird,spemou2,253840331,FALSE,Петниста миша птица
Colius leucocephalus,White-headed Mousebird,whhmou1,612414112,FALSE,Белоглава миша птица
Colius castanotus,Red-backed Mousebird,rebmou1,403272171,FALSE,Червеногърба миша птица
Colius colius,White-backed Mousebird,whbmou1,177674361,FALSE,Белогърба миша птица
Urocolius macrourus,Blue-naped Mousebird,blnmou1,628154450,FALSE,Синьоврата птица мишка
Urocolius indicus,Red-faced Mousebird,refmou1,278774,FALSE,Червенолика миша птица
LEPTOSOMIFORMES,,,,FALSE,
LEPTOSOMIDAE,Cuckoo-roller,cuckoo1,503630091,FALSE,
Leptosomus discolor,Cuckoo-roller,cuckoo1,503630091,FALSE,Кукувицова синявица
TROGONIFORMES,,,,FALSE,
TROGONIDAE,Trogons,,,FALSE,
Apaloderma narina,Narina Trogon,nartro1,286240471,FALSE,Африкански трогон
Apaloderma aequatoriale,Bare-cheeked Trogon,bactro1,541032611,FALSE,Габонски трогон
Apaloderma vittatum,Bar-tailed Trogon,battro1,49871,FALSE,Ястребоопашат трогон
Apalharpactes reinwardtii,Javan Trogon,javtro1,523986911,FALSE,Явански трогон
Apalharpactes mackloti,Sumatran Trogon,sumtro1,70496,FALSE,Суматрански трогон
Harpactes oreskios,Orange-breasted Trogon,orbtro2,203914961,FALSE,Оранжевогръд трогон
Harpactes orrhophaeus,Cinnamon-rumped Trogon,cirtro1,622870007,FALSE,Канеленогръб трогон
Harpactes duvaucelii,Scarlet-rumped Trogon,scrtro1,597825731,FALSE,Червеногръб трогон
Harpactes fasciatus,Malabar Trogon,maltro1,615864758,FALSE,Малабарски трогон
Harpactes diardii,Diard's Trogon,diatro1,202062,FALSE,Малайски трогон
Harpactes erythrocephalus,Red-headed Trogon,rehtro1,203917091,FALSE,Червеноглав трогон
Harpactes wardi,Ward's Trogon,wartro1,492684371,FALSE,Червеночел трогон
Harpactes whiteheadi,Whitehead's Trogon,whitro1,483509711,FALSE,Борнейски трогон
Harpactes kasumba,Red-naped Trogon,rentro1,321955151,FALSE,Червеноврат трогон
Harpactes ardens,Philippine Trogon,phitro1,222249691,FALSE,Филипински трогон
Pharomachrus pavoninus,Pavonine Quetzal,pavque1,203934191,FALSE,Амазонски кецал
Pharomachrus auriceps,Golden-headed Quetzal,gohque1,360344591,FALSE,Златоглав кецал
Pharomachrus fulgidus,White-tipped Quetzal,whtque1,370819031,FALSE,Белоопашат кецал
Pharomachrus mocinno,Resplendent Quetzal,resque1,72825,TRUE,Блестящ кецал
Pharomachrus antisianus,Crested Quetzal,creque1,308546851,FALSE,Качулат кецал
Euptilotis neoxenus,Eared Quetzal,earque,272465671,FALSE,Ушат кецал
Priotelus temnurus,Cuban Trogon,cubtro1,203883541,FALSE,Кубински трогон
Temnotrogon roseigaster,Hispaniolan Trogon,histro1,203890851,FALSE,Еспаньолски трогон
Trogon clathratus,Lattice-tailed Trogon,lattro1,421832191,FALSE,Панамски трогон
Trogon massena,Slaty-tailed Trogon,slttro1,168110541,FALSE,Сивоопашат трогон
Trogon comptus,Choco Trogon,buttro1,611619117,FALSE,Синьоопашат трогон
Trogon mesurus,Ecuadorian Trogon,bkttro2,637773250,FALSE,Еквадорски трогон
Trogon melanurus,Black-tailed Trogon,blttro1,371690341,FALSE,Черноопашат трогон
Trogon viridis,Green-backed Trogon,gnbtro1,388780721,FALSE,Зелен трогон
Trogon chionurus,White-tailed Trogon,whttro1,616052182,FALSE,Белоопашат трогон
Trogon melanocephalus,Black-headed Trogon,blhtro1,238579311,FALSE,Черноглав трогон
Trogon citreolus,Citreoline Trogon,cittro1,630882426,FALSE,Жълтокорем трогон
Trogon bairdii,Baird's Trogon,baitro1,203939381,FALSE,Костарикански трогон
Trogon violaceus,Violaceous Trogon,viotro2,321838751,FALSE,Гвиански трогон
Trogon curucui,Blue-crowned Trogon,blctro1,204019411,FALSE,Синеглав трогон
Trogon aurantius,Northern Surucua Trogon,,,FALSE,Бразилски трогон (ssp. aurantius)
Trogon surrucura,Southern Surucua Trogon,surtro1,25849791,FALSE,Бразилски трогон
Trogon rufus,Black-throated Trogon,bkttro6,203954121,FALSE,Амазонски черногуш трогон
Trogon elegans,Elegant Trogon,eletro2,63858501,TRUE,Южен изящен трогон
Trogon ambiguus,Coppery-tailed Trogon,eletro1,255097111,FALSE,Северен изящен трогон
Trogon mexicanus,Mountain Trogon,moutro1,612575312,FALSE,Мексикански трогон
Trogon collaris,Collared Trogon,coltro1,389248371,FALSE,Белогръд трогон
Trogon personatus,Masked Trogon,mastro1,382920941,FALSE,Андски трогон
Upupa epops,Eurasian Hoopoe,hoopoe,203693781,TRUE,Папуняк
Upupa marginata,Madagascar Hoopoe,madhoo1,501787911,FALSE,Мадагаскарски папуняк
†Upupa antaios,St Helena Hoopoe,,,FALSE,
PHOENICULIDAE,Woodhoopoes,,,FALSE,
Phoeniculus purpureus,Green Woodhoopoe,grewoo2,628184519,FALSE,Зелен дървесен папуняк
Phoeniculus damarensis,Violet Woodhoopoe,viowoo1,338184971,FALSE,Виолетов дървесен папуняк
Phoeniculus somaliensis,Black-billed Woodhoopoe,blbwoo2,33721031,FALSE,Черноклюн дървесен папуняк
Phoeniculus bollei,White-headed Woodhoopoe,whhwoo1,6668,FALSE,Белоглав дървесен папуняк
Rhinopomastus castaneiceps,Forest Scimitarbill,forwoo1,203959971,FALSE,Кестеняв дървесен папуняк
Rhinopomastus aterrimus,Black Scimitarbill,blsbil1,627770054,FALSE,Черен дървесен папуняк
Rhinopomastus cyanomelas,Common Scimitarbill,cosbil1,37848,FALSE,Обикновен дървесен папуняк
Rhinopomastus minor,Abyssinian Scimitarbill,absbil1,33655491,FALSE,Абисински дървесен папуняк
BUCEROTIFORMES,,,,FALSE,
BUCEROTIDAE,Hornbills,,,FALSE,
Bucorvus leadbeateri,Southern Ground Hornbill,soghor1,6676,FALSE,Капска птица носорог
Bucorvus abyssinicus,Northern Ground Hornbill,noghor1,618641941,FALSE,Абисинска птица носорог
Lophoceros pallidirostris,Pale-billed Hornbill,pabhor1,612782734,FALSE,Светлоклюна птица носорог
Lophoceros nasutus,African Grey Hornbill,afghor1,6702,FALSE,Сив токан
Lophoceros semifasciatus,Western African Pied Hornbill,afphor2,203911871,FALSE,Гвинейска птица носорог
Lophoceros fasciatus,African Pied Hornbill,afphor3,181157,FALSE,Гвинейска / Конгоанска птица мосорог
Lophoceros hemprichii,Hemprich's Hornbill,hemhor1,33651961,FALSE,Африканска кафява птица носорог
Lophoceros camurus,Dwarf Hornbill,rbdhor1,203923401,FALSE,Малка птица носорог
Lophoceros alboterminatus,Crowned Hornbill,crohor1,6686,FALSE,Коронована птица носорог
CORACIIFORMES,,,,FALSE,
MEROPIDAE,Bee-eaters,,,FALSE,
Nyctyornis amictus,Red-bearded Bee-eater,rbbeat1,191897371,FALSE,Червенобрад пчелояд
Nyctyornis athertoni,Blue-bearded Bee-eater,bbbeat1,239667,FALSE,Синьобрад пчелояд
Meropogon forsteni,Purple-bearded Bee-eater,pbbeat1,203990511,FALSE,Лилав пчелояд
Merops bullockoides,White-fronted Bee-eater,wfbeat1,63115361,FALSE,Белочел пчелояд
Merops bulocki,Red-throated Bee-eater,rtbeat1,203943561,FALSE,Червеногуш пчелояд
Merops breweri,Black-headed Bee-eater,bhbeat1,,FALSE,Черноглав пчелояд
Merops albicollis,White-throated Bee-eater,wtbeat1,1187,FALSE,Белогуш пчелояд
Merops revoilii,Somali Bee-eater,sobeat1,625923994,FALSE,Сомалийски пчелояд
Merops malimbicus,Rosy Bee-eater,robeat1,626033020,FALSE,Розов пчелояд
Merops nubicus,Northern Carmine Bee-eater,ncbeat1,21612541,FALSE,Северен дългоопашат пчелояд
Merops nubicoides,Southern Carmine Bee-eater,scbeat1,609054295,FALSE,Южен дългоопашат пчелояд
Merops viridissimus,African Green Bee-eater,grnbee1,628196764,FALSE,Африкански малък зелен пчелояд
Merops cyanophrys,Arabian Green Bee-eater,grnbee2,439853401,FALSE,Арабски малък зелен пчелояд
Merops orientalis,Green Bee-eater,grnbee3,122658941,TRUE,Азиатски малък зелен пчелояд
Merops leschenaulti,Chestnut-headed Bee-eater,chbeat1,290862201,FALSE,Червеноглав пчелояд
Merops viridis,Blue-throated Bee-eater,btbeat2,282877,FALSE,Синьогуш пчелояд
Merops americanus,Rufous-crowned Bee-eater,rucbee1,203997741,FALSE,Филипински пчелояд
Merops philippinus,Blue-tailed Bee-eater,btbeat1,634664414,FALSE,Синьоопашат пчелояд
Merops superciliosus,Olive Bee-eater,mabeat1,204011661,FALSE,Мадагаскарски пчелояд
Merops persicus,Blue-cheeked Bee-eater,bcbeat1,447402391,FALSE,Зелен пчелояд
Merops apiaster,European Bee-eater,eubeat1,444498231,TRUE,Обикновен пчелояд
Merops ornatus,Rainbow Bee-eater,rabeat1,593916291,FALSE,Австралийски пчелояд
Merops boehmi,Böhm's Bee-eater,bobeat1,645432388,FALSE,Танзанийски малък зелен пчелояд
Merops hirundineus,Swallow-tailed Bee-eater,stbeat1,203942221,FALSE,Вилоопашат пчелояд
Merops lafresnayii,Ethiopian Bee-eater,bubbee2,276376,FALSE,Абисински пчелояд
Merops oreobates,Cinnamon-chested Bee-eater,ccbeat1,6644,FALSE,Кенийски пчелояд
Merops variegatus,Blue-breasted Bee-eater,bbbeat2,310684,FALSE,Изменчив пчелояд
Merops pusillus,Little Bee-eater,libeat1,612147780,FALSE,Малък пчелояд
Merops gularis,Black Bee-eater,blbeat1,537193,FALSE,Черен пчелояд
Merops muelleri,Blue-headed Bee-eater,bhbeat2,51562,FALSE,Синьоглав пчелояд
Merops mentalis,Blue-moustached Bee-eater,bumbee1,438187741,FALSE,Червеногръб пчелояд
ALCEDINIDAE,Kingfishers,,,FALSE,
Ispidina lecontei,African Dwarf-kingfisher,dwakin1,467462651,FALSE,Черночело земеродно рибарче
Ispidina picta,African Pygmy-kingfisher,afpkin1,1431,FALSE,Цветно земеродно рибарче
Corythornis madagascariensis,Madagascar Pygmy-kingfisher,mapkin1,203930271,FALSE,Ръждиво земеродно рибарче
Corythornis leucogaster,White-bellied Kingfisher,whbkin1,581006121,FALSE,Белокоремо земеродно рибарче
Corythornis cristatus,Malachite Kingfisher,malkin1,276879,FALSE,Малахитово земеродно рибарче
Corythornis thomensis,Sao Tome Kingfisher,,,FALSE,Малахитово земеродно рибарче (ssp. thomensis)
Corythornis nais,Principe Kingfisher,,,FALSE,Малахитово земеродно рибарче (ssp. nais)
Corythornis vintsioides,Madagascar Kingfisher,malkin2,97533,FALSE,Мадагаскарско земеродно рибарче
Ceyx sangirensis,Sangihe Dwarf-kingfisher,suldwk1,,FALSE,Сангихенско земеродно рибарче
Ceyx fallax,Sulawesi Dwarf-kingfisher,sulkin1,33100,FALSE,Сулавеско земеродно рибарче
Ceyx melanurus,North Philippine Dwarf-kingfisher,phikin1,609063083,FALSE,Филипинско земеродно рибарче
Ceyx mindanensis,South Philippine Dwarf-kingfisher,,,FALSE,Филипинско земеродно рибарче (ssp. mindanensis)
Ceyx erithaca,Oriental Dwarf-kingfisher,bkbkin1,204006891,FALSE,Черногърбо / Червеногърбо земеродно рибарче
Ceyx margarethae,Dimorphic Dwarf-kingfisher,vardwk1,609099560,FALSE,Изменчиво земеродно рибарче
Ceyx lepidus,Moluccan Dwarf-kingfisher,varkin1,606137941,FALSE,Молукско земеродно рибарче
Ceyx wallaci,Sula Dwarf-kingfisher,vardwk2,203903131,FALSE,Сулайско земеродно рибарче
Ceyx cajeli,Buru Dwarf-kingfisher,vardwk5,,FALSE,Буруанско земеродно рибарче
Ceyx solitarius,New Guinea Dwarf-kingfisher,vardwk6,609065462,FALSE,Папуаско земеродно рибарче
Ceyx dispar,Manus Dwarf-kingfisher,vardwk7,644576320,FALSE,Мануско земеродно рибарче
Ceyx mulcatus,New Ireland Dwarf-kingfisher,vardwk8,,FALSE,Новоирландско земеродно рибарче
Ceyx sacerdotis,New Britain Dwarf-kingfisher,vardwk9,651187417,FALSE,Малко новобританско земеродно рибарче
Ceyx meeki,North Solomons Dwarf-kingfisher,nosdwk1,,FALSE,Соломоново земеродно рибарче
Ceyx collectoris,New Georgia Dwarf-kingfisher,vardwk11,103101561,FALSE,Новоджорджийско земеродно рибарче
Ceyx nigromaxilla,Guadalcanal Dwarf-kingfisher,guadwk1,,FALSE,Гуадалканалско земеродно рибарче
Ceyx gentianus,San Cristobal Dwarf-kingfisher,vardwk15,247074,FALSE,Макиренско земеродно рибарче
