Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,es,es_ar,es_cr,es_ec,es_es,es_mx,es_pa,es_pe,es_ve
Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,49501711,FALSE,Trepatroncos Gorjipunteado,Trepatroncos Gorjipunteado,Trepatroncos Gorjipunteado,Trepatroncos Golipunteado,Trepatroncos gorjipunteado,Trepatroncos Gorjipunteado,Trepatroncos Gorjipunteado,Trepador de Garganta Punteada,Trepador Pechipunteado
Deconychura typica,Little Long-tailed Woodcreeper,lotwoo3,546620811,FALSE,Trepatroncos colilargo pequeño,Trepatroncos colilargo pequeño,Trepador Típico,Trepatroncos Colilargo Centroamericano,Trepatroncos colilargo pequeño,Trepatroncos colilargo pequeño,Trepatroncos Colilargo Silbador,Trepatroncos colilargo pequeño,Trepatroncos colilargo pequeño
Deconychura longicauda,Long-tailed Woodcreeper,lotwoo4,631761193,FALSE,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Guayanés,Trepatroncos colilargo norteño,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Norteño,Trepatroncos Colilargo Norteño
Deconychura pallida,Southern Long-tailed Woodcreeper,lotwoo5,115136,FALSE,Trepatroncos colilargo sureño,Trepatroncos colilargo sureño,Trepatroncos colilargo sureño,Trepatroncos Colilargo Amazónico,Trepatroncos colilargo sureño,Trepatroncos colilargo sureño,Trepatroncos colilargo sureño,Trepador Tristón,Trepador Colilargo
Sittasomus griseus,Western Olivaceous Woodcreeper,,,FALSE,,,,,,,,,
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,oliwoo1,65713,FALSE,Trepatroncos Oliváceo,Tarefero,Trepadorcito Aceitunado,Trepatroncos Oliváceo,Trepatroncos Oliváceo,Trepatroncos Cabeza Gris,Trepatroncos Oliváceo,Trepador Oliváceo,Trepador Verdón
Dendrocincla tyrannina,Tyrannine Woodcreeper,tyrwoo1,484172621,FALSE,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepatroncos Tiranino,Trepador Tiranino,Trepador Paramero
Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,388637371,FALSE,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepatroncos Barbiblanco,Trepador de Barbilla Blanca,Trepador Barbiblanco
Dendrocincla homochroa,Ruddy Woodcreeper,rudwoo1,566096551,FALSE,Trepatroncos Rojizo,Trepatroncos Rojizo,Trepador Rojizo,Trepatroncos Rojizo,Trepatroncos Rojizo,Trepatroncos Canelo,Trepatroncos Rojizo,Trepatroncos Rojizo,Trepador Rojizo
Dendrocincla anabatina,Tawny-winged Woodcreeper,tawwoo1,22035221,FALSE,Trepatroncos Sepia,Trepatroncos Sepia,Trepador Alirrubio,Trepatroncos Sepia,Trepatroncos Sepia,Trepatroncos Sepia,Trepatroncos Alicastaño,Trepatroncos Sepia,Trepatroncos Sepia
Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,270370,FALSE,Trepatroncos Fuliginoso,Trepatroncos Fuliginoso,Trepador Pardo,Trepatroncos Pardo,Trepatroncos fuliginoso,Trepatroncos Fuliginoso,Trepatroncos Pardo,Trepador Pardo,Trepador Marrón
Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,22030,FALSE,Trepatroncos Turdino,Arapasú,Trepatroncos Turdino,Trepatroncos Turdino,Trepatroncos Turdino,Trepatroncos Turdino,Trepatroncos Turdino,Trepatroncos Turdino,Trepatroncos Turdino
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,webwoo1,384643061,FALSE,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña,Trepatroncos Picocuña
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,306728221,FALSE,Trepatroncos Gorjicanelo,Trepatroncos Gorjicanelo,Trepatroncos Gorjicanelo,Trepatroncos Golicanela,Trepatroncos gorjicanelo,Trepatroncos Gorjicanelo,Trepatroncos Gorjicanelo,Trepador de Garganta Canela,Trepador Garganticanela
Nasica longirostris,Long-billed Woodcreeper,lobwoo1,203899721,FALSE,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepatroncos Piquilargo,Trepador de Pico Largo,Trepador Pescuecilargo
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,nobwoo1,203938691,FALSE,Trepatroncos Barrado Norteño,Trepatroncos Barrado Norteño,Trepador Barreteado,Trepatroncos Barreteado Norteño,Trepatroncos Barrado Norteño,Trepatroncos Barrado,Trepatroncos Barreteado Norteño,Trepatroncos Barrado Norteño,Trepador Zuliano
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,,,FALSE,Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos barrado norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental),Trepatroncos Barrado Norteño (oriental)
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,125391461,FALSE,Trepatroncos Barrado Amazónico,Trepatroncos Barrado Amazónico,Trepatroncos Barrado Amazónico,Trepatroncos Barreteado Amazónico,Trepatroncos barrado amazónico,Trepatroncos Barrado Amazónico,Trepatroncos Barrado Amazónico,Trepador Barrado Amazónico,Trepador Barreteado
Furnarius cristatus,Crested Hornero,crehor1,213864,FALSE,Hornero Copetón,Hornerito Copetón,Hornero Copetón,Hornero Copetón,Hornero Copetón,Hornero Copetón,Hornero Copetón,Hornero Copetón,Hornero Copetón
Lochmias nematura,Streamcreeper,shtstr1,237374131,FALSE,Riachuelero,Macuquito,Riachuelero,Riachuelero,Riachuelero,Riachuelero,Riachuelero,Riachuelero,Macuquiño
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,389125261,FALSE,Junquero,Junquero,Junquero,Junquero,Junquero,Junquero,Junquero,Junquero,Junquero
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,50842,FALSE,Pajonalera Piquicurva,Pajonalera Pico Curvo,Pajonalera Piquicurva,Pajonalera Piquicurva,Pajonalera Piquicurva,Pajonalera Piquicurva,Pajonalera Piquicurva,Pajonalera Piquicurva,Pajonalera Piquicurva
Geocerthia serrana,Striated Earthcreeper,strear1,204009411,FALSE,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Estriada,Bandurrita Peruana,Bandurrita Estriada
Upucerthia saturatior,Forest Earthcreeper,pafear1,431592411,FALSE,Bandurrita Saturada,Bandurrita de Bosque,Bandurrita Saturada,Bandurrita Saturada,Bandurrita saturada,Bandurrita Saturada,Bandurrita Saturada,Bandurrita Saturada,Bandurrita Saturada
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,52560691,FALSE,Bandurrita Común,Bandurrita Esteparia,Bandurrita Común,Bandurrita Común,Bandurrita común,Bandurrita Común,Bandurrita Común,Bandurrita de Garganta Escamosa,Bandurrita Común
Upucerthia albigula,White-throated Earthcreeper,whtear1,439693381,FALSE,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Arica,Bandurrita de Garganta Blanca,Bandurrita de Arica
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,203693791,FALSE,Bandurrita Ocrácea,Bandurrita Andina,Bandurrita Ocrácea,Bandurrita Ocrácea,Bandurrita Ocrácea,Bandurrita Ocrácea,Bandurrita Ocrácea,Bandurrita de Pecho Anteado,Bandurrita Ocrácea
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,203694811,FALSE,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga,Remolinera Colilarga
Cinclodes fuscus,Bar-winged Cinclodes,buwcin1,504247541,FALSE,Remolinera Fusca,Remolinera Parda,Remolinera Fusca,Remolinera Fusca,Remolinera fusca,Remolinera Fusca,Remolinera Fusca,Remolinera Fusca,Remolinera Fusca
Cinclodes maculirostris,Black Cinclodes,,,FALSE,,,,,,,,,
Cinclodes antarcticus,Blackish Cinclodes,blacin1,203969631,FALSE,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra,Remolinera Negra
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,46198,FALSE,Remolinera de Córdoba,Remolinera Serrana,Remolinera de Córdoba,Remolinera de Córdoba,Remolinera de Córdoba,Remolinera de Córdoba,Remolinera de Córdoba,Remolinera de Córdoba,Remolinera de Córdoba
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,52709,FALSE,Remolinera común septentrional,Remolinera común septentrional,Remolinera común septentrional,Cinclodes (Chungüi) Alicastaño,Remolinera común septentrional,Remolinera común septentrional,Remolinera común septentrional,Churrete de Ala Castaña,Meneacola
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,46195,FALSE,Remolinera de Olrog,Remolinera Chocolate,Remolinera de Olrog,Remolinera de Olrog,Remolinera de Olrog,Remolinera de Olrog,Remolinera de Olrog,Remolinera de Olrog,Remolinera de Olrog
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,189512,FALSE,Remolinera común meridional,Remolinera Acanelada,Remolinera común meridional,Remolinera común meridional,Remolinera común meridional,Remolinera común meridional,Remolinera común meridional,Churrete de Ala Crema,Remolinera común meridional
Cinclodes oustaleti,Grey-flanked Cinclodes,gyfcin1,64031891,FALSE,Remolinera Chica,Remolinera Chica,Remolinera Chica,Remolinera Chica,Remolinera chica,Remolinera Chica,Remolinera Chica,Remolinera Chica,Remolinera Chica
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,622938265,FALSE,Remolinera Ecuatoriana,Remolinera Ecuatoriana,Remolinera Ecuatoriana,Cinclodes (Chungüi) Piquigrueso,Remolinera ecuatoriana,Remolinera Ecuatoriana,Remolinera Ecuatoriana,Remolinera Ecuatoriana,Remolinera Ecuatoriana
Cinclodes aricomae,Royal Cinclodes,roycin1,373848931,FALSE,Remolinera Real,Remolinera Real,Remolinera Real,Remolinera Real,Remolinera Real,Remolinera Real,Remolinera Real,Churrete Real,Remolinera Real
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,31746531,FALSE,Remolinera Ventriblanca,Remolinera Ventriblanca,Remolinera Ventriblanca,Remolinera Ventriblanca,Remolinera Ventriblanca,Remolinera Ventriblanca,Remolinera Ventriblanca,Churrete de Vientre Blanco,Remolinera Ventriblanca
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,622461176,FALSE,Remolinera Castaña,Remolinera Castaña,Remolinera Castaña,Remolinera Castaña,Remolinera Castaña,Remolinera Castaña,Remolinera Castaña,Churrete de Ala Blanca,Remolinera Castaña
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,75717301,FALSE,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana,Remolinera Araucana
Cinclodes taczanowskii,Surf Cinclodes,surcin1,29006311,FALSE,Remolinera Costera Peruana,Remolinera Costera Peruana,Remolinera Costera Peruana,Remolinera Costera Peruana,Remolinera Costera Peruana,Remolinera Costera Peruana,Remolinera Costera Peruana,Churrete Marisquero,Remolinera Costera Peruana
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,310780741,FALSE,Remolinera Costera Chilena,Remolinera Costera Chilena,Remolinera Costera Chilena,Remolinera Costera Chilena,Remolinera costera chilena,Remolinera Costera Chilena,Remolinera Costera Chilena,Remolinera Costera Chilena,Remolinera Costera Chilena
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,203699971,FALSE,Ticotico Carioscuro,Ticotico Carioscuro,Ticotico Carioscuro,Rascahojas de Bambú,Ticotico Carioscuro,Ticotico Carioscuro,Ticotico Carioscuro,Hoja-Rasquero de Mejilla Oscura,Ticotico Carioscuro
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,17646,FALSE,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado,Ticotico Acollarado
Megaxenops parnaguae,Great Xenops,grexen1,29977491,FALSE,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande,Picolezna Grande
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,pabtre1,203983041,FALSE,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido,Ticotico Cejipálido
Cichlocolaptes holti,Small Pale-browed Treehunter,,,FALSE,,,,,,,,,
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,128025,FALSE,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico,Ticotico críptico
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,20037,FALSE,Ticotico Estriado,Picolezna Estriado,Ticotico Estriado,Ticotico Estriado,Ticotico Estriado,Ticotico Estriado,Ticotico Estriado,Ticotico Estriado,Ticotico Estriado
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,203691851,FALSE,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas,Ticotico de Alagoas
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,108303451,FALSE,Ticotico Cabecinegro,Ticotico Cabeza Negra,Ticotico Cabecinegro,Ticotico Cabecinegro,Ticotico cabecinegro,Ticotico Cabecinegro,Ticotico Cabecinegro,Ticotico Cabecinegro,Ticotico Cabecinegro
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,13327,FALSE,Ticotico Lomicanelo,Ticotico Lomicanelo,Ticotico Lomicanelo,Limpiafronda Lomicanela,Ticotico Lomicanelo,Ticotico Lomicanelo,Ticotico Lomicanelo,Limpia-Follaje de Lomo Canela,Tico-Tico Rabadilla Acanelada
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,546696131,FALSE,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís,Ticotico Aligrís
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,,,,,,,,,
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño,Ticotico Alicastaño
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande,Ticotico Ocráceo Grande
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,Ticotico Montano,Ticotico Montano,Ticotico Montano,Limpiafronda Montana,Ticotico Montano,Ticotico Montano,Ticotico Montano,Limpia-Follaje Montano,Tico-Tico Pico de Cuña
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,Ticotico Cejiblanco,Ticotico Ceja Blanca,Ticotico Cejiblanco,Ticotico Cejiblanco,Ticotico Cejiblanco,Ticotico Cejiblanco,Ticotico Cejiblanco,Ticotico Cejiblanco,Ticotico Cejiblanco
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,Ticotico Ocráceo Chico,Ticotico Ocráceo,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico,Ticotico Ocráceo Chico
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,Ticotico de Anteojos,Ticotico de Anteojos,Trepamusgo de Anteojos,Limpiafronda Goliescamosa,Ticotico de Anteojos,Musguero Trepador,Limpiafronda Gorguiescamosa,Ticotico de Anteojos,Ticotico de Anteojos
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,Ticotico Colirrufo,Ticotico Colirrufo,Ticotico Colirrufo,Limpiafronda Colirrufa,Ticotico Colirrufo,Ticotico Colirrufo,Ticotico Colirrufo,Limpia-Follaje de Cola Rufa,Tico-Tico Rabirrufo
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,Ticotico Cejudo,Ticotico Estriado,Ticotico Cejudo,Limpiafronda Cejianteada,Ticotico Cejudo,Ticotico Cejudo,Ticotico Cejudo,Limpia-Follaje de Ceja Anteada,Ticotico Cejudo
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto,Ticotico del Planalto
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,Ticotico Gorjiblanco,Ticotico Gorjiblanco,Ticotico Gorjiblanco,Ticotico Gorjiblanco,Ticotico gorjiblanco,Ticotico Gorjiblanco,Ticotico Gorjiblanco,Ticotico Gorjiblanco,Tico-Tico Gargantiblanco
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,Ticotico Rayado,Ticotico Rayado,Trepamusgo Lineado,Limpiafronda Lineada,Ticotico Rayado,Ticotico Rayado,Limpiafronda Lineada,Limpia-Follaje Lineado,Tico-Tico Estriado
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,Ticotico Cuellirrufo,Ticotico Cuellirrufo,Ticotico Cuellirrufo,Limpiafronda Cuellirrufa,Ticotico Cuellirrufo,Ticotico Cuellirrufo,Ticotico Cuellirrufo,Limpia-Follaje de Cuello Rufo,Ticotico Cuellirrufo
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,Ticotico Goteado,Ticotico Goteado,Ticotico Goteado,Ticotico Goteado,Ticotico goteado,Ticotico Goteado,Ticotico Goteado,Ticotico Goteado,Tico-Tico Goteado
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Ticotico Picolezna Peruano,Pico-Recurvo Peruano,Ticotico Picolezna Peruano
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Ticotico Picolezna Boliviano,Pico-Recurvo Boliviano,Ticotico Picolezna Boliviano
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,Ticotico Picogancho,Ticotico Picogancho,Ticotico Picogancho,Picogancho Alicastaño,Ticotico Picogancho,Ticotico Picogancho,Ticotico Picogancho,Pico-Gancho de Ala Castaña,Ticotico Picogancho
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental,Ticotico Cabecirrufo Oriental
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,Espinero Tacuatí,Tacuarero,Espinero Tacuatí,Espinero Tacuatí,Espinero Tacuatí,Espinero Tacuatí,Espinero Tacuatí,Espinero Tacuatí,Espinero Tacuatí
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,Ticotico Cabecirrufo Occidental,Ticotico Cabecirrufo Occidental,Ticotico Cabecirrufo Occidental,Rascahojas Capuchirrufo,Ticotico Cabecirrufo Occidental,Ticotico Cabecirrufo Occidental,Ticotico Cabecirrufo Occidental,Hoja-Rasquero de Capucha Rufa,Ticotico Cabecirrufo Occidental
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,Ticotico Castaño,Ticotico Castaño,Hojarrasquero Rojizo,Rascahojas Rojizo,Ticotico castaño,Musguero Castaño,Rascahojas Rojiza,Hoja-Rasquero Rojizo,Tico-Tico Garganticastaño
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta,Ticotico de Santa Marta
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme,Trepamusgos Uniforme
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgos Flamulado,Trepamusgo Flamulado,Trepapalo Rojizo
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgos Peruano,Trepamusgo de Dorso Rufo,Trepamusgos Peruano
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,Trepamusgos Listado,Trepamusgos Listado,Trepamusgos Listado,Trepamusgos Listado,Trepamusgos Listado,Trepamusgos Listado,Trepamusgos Listado,Trepamusgo Listado,Trepapalo Listado
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,Trepamusgos Cabecirrayado,Trepamusgos Cabecirrayado,Trepamusgos Cabecirrayado,Trepamusgos Gorrilistado,Trepamusgos Cabecirrayado,Trepamusgos Cabecirrayado,Trepamusgos Cabecirrayado,Trepamusgos Cabecirrayado,Trepapalo Pechirrayado
