Latin,English,Croatian
Phaenicophilus palmarum,Black-crowned Palm-tanager,sivovrata tangara
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,sivoprsa tangara
Xenoligea montana,White-winged Warbler,sivorepa tangara
Microligea palustris,Green-tailed Warbler,hispaniolska tangara
SPINDALIDAE,Spindalises,karipske tangare
Spindalis zena,Western Spindalis,kubanska tangara
Spindalis dominicensis,Hispaniolan Spindalis,zlatnogrla tangara
Spindalis portoricensis,Puerto Rican Spindalis,zlatnovrata tangara
Spindalis nigricephala,Jamaican Spindalis,jamajčka tangara
NESOSPINGIDAE,Puerto Rican Tanager,portorička tangara
Nesospingus speculiferus,Puerto Rican Tanager,portorička tangara
CALYPTOPHILIDAE,Chat-tanager,dominikanske tangare
Calyptophilus tertius,Western Chat-tanager,haićanska tangara
Calyptophilus frugivorus,Eastern Chat-tanager,dominikanska tangara
MITROSPINGIDAE,Mitrospingid Tanagers,tangarolike
Lambrospiza melanoleuca,Red-billed Pied Tanager,crvenokljuna tangarolika
Mitrospingus cassinii,Dusky-faced Tanager,olovastolica tangarolika
Mitrospingus oleagineus,Olive-backed Tanager,sivolica tangarolika
Orthogonys chloricterus,Olive-green Tanager,maslinastožuta tangarolika
CARDINALIDAE,Cardinals,"kardinali, batači"
Pheucticus chrysopeplus,Yellow Grosbeak,žuti batač
Pheucticus tibialis,Black-thighed Grosbeak,kostarički batač
Pheucticus chrysogaster,Golden Grosbeak,žutotrbi batač
Pheucticus aureoventris,Black-backed Grosbeak,crnoleđi batač
Pheucticus ludovicianus,Rose-breasted Grosbeak,crvenoprsi batač
Pheucticus melanocephalus,Black-headed Grosbeak,crnoglavi batač
Granatellus venustus,Red-breasted Chat,bjeloboki batač
Granatellus francescae,Tres Marias Chat,otočni batač
Granatellus sallaei,Grey-throated Chat,jukatanski batač
Granatellus pelzelni,Rose-breasted Chat,amazonski batač
Granatellus paraensis,Rose-bellied Chat,crvenotrbi batač
Spiza americana,Dickcissel,bjelogrli batač
Passerina cyanea,Indigo Bunting,modri batač
Passerina caerulea,Blue Grosbeak,plavi batač
Passerina amoena,Lazuli Bunting,tirkizni batač
Passerina rositae,Rose-bellied Bunting,ružičastotrbi batač
Passerina leclancherii,Orange-breasted Bunting,narančastoprsi batač
Passerina versicolor,Varied Bunting,meksički batač
Passerina ciris,Painted Bunting,šareni batač
Cyanocompsa parellina,Blue Bunting,plavetni batač
Amaurospiza relicta,Slate-blue Seedeater,pacifički batač
Amaurospiza moesta,Blue Seedeater,bambusov batač
A. m. carrizalensis,Carrizal Seedeater,venecuelski batač
Cyanoloxia cyanoides,Blue-back Grosbeak,šumski batač
Cyanoloxia rothschildii,Amazonian Grosbeak,mrki batač
Cyanoloxia brissonii,Ultramarine Grosbeak,srebrnastoglavi batač
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,azurni batač
Habia fuscicauda,Red-throated Ant-tanager,crvenogrli batač
Habia gutturalis,Sooty Ant-tanager,crvenokruni batač
Habia atrimaxillaris,Black-cheeked Ant-tanager,narančastokapi batač
Habia cristata,Crested Ant-tanager,kukmasti batač
Habia rubica,Red-crowned Ant-tanager,crvenkasti batač
Habia carmioli,Carmiol's Tanager,maslinasti batač
Habia frenata,Yellow-lored Tanager,gorski batač
Habia olivacea,Lemon-spectacled Tanager,kolumbijski batač
Habia stolzmanni,Ochre-breasted Tanager,maslinastoleđi batač
Piranga roseogularis,Rose-throated Tanager,jukatanska piranga
Piranga erythrocephala,Red-headed Tanager,crvenoglava piranga
Piranga rubriceps,Red-hooded Tanager,crvenoprsa piranga
Piranga leucoptera,White-winged Tanager,crnolica piranga
Piranga olivacea,Scarlet Tanager,crnokrila piranga
Piranga rubra,Summer Tanager,crvena piranga
Piranga bidentata,Flame-colored Tanager,plamena piranga
Piranga ludoviciana,Western Tanager,žutotrba piranga
Piranga hepatica,Hepatic Tanager,borova piranga
P. h. lutea,Highland Hepatic-tanager,planinska piranga
Piranga flava,Red Tanager,narančasta piranga
Cardinalis cardinalis,Northern Cardinal,crveni kardinal
Cardinalis phoeniceus,Vermilion Cardinal,venecuelski kardinal
Cardinalis sinuatus,Pyrrhuloxia,sivi kardinal
Caryothraustes poliogaster,Black-faced Grosbeak,sivotrbi batač
Caryothraustes canadensis,Yellow-green Grosbeak,crnolici batač
Caryothraustes celaeno,Crimson-collared Grosbeak,crvenovrati batač
Caryothraustes erythromelas,Red-and-black Grosbeak,crveni batač
Saltator albicollis,Lesser Antillean Saltator,maslinastozeleni sjemenar
Saltator maximus,Buff-throated Saltator,sivolici sjemenar
Saltator atripennis,Black-winged Saltator,crnokrili sjemenar
Saltator atriceps,Black-headed Saltator,čađastokapi sjemenar
Saltator nigriceps,Black-cowled Saltator,narančastokljuni sjemenar
Saltator fuliginosus,Black-throated Grosbeak,crnorepi sjemenar
Saltator grossus,Slate-colored Grosbeak,škriljasti sjemenar
Saltator cinctus,Masked Saltator,škriljastoleđi sjemenar
Saltator maxillosus,Thick-billed Saltator,žućkastotrbi sjemenar
Saltator aurantiirostris,Golden-billed Saltator,zlatnokljuni sjemenar
Coereba flaveola,Bananaquit,krivokljuna tangara
Tiaris olivaceus,Yellow-faced Grassquit,zlatnogrli sjemenar
Euneornis campestris,Orangequit,narančastobrada tangara
Pyrrhulagra portoricensis,Puerto Rican Bullfinch,portorički sjemenar
Pyrrhulagra violacea,Greater Antillean Bullfinch,velikoantilski sjemenar
Pyrrhulagra nigra,Cuban Bullfinch,bjelokrili sjemenar
Pyrrhulagra taylori,Grand Cayman Bullfinch,srebrnastokljuni sjemenar
Loxipasser anoxanthus,Yellow-shouldered Grassquit,zelenoleđi sjemenar
Phonipara canora,Cuban Grassquit,kubanski sjemenar
Loxigilla barbadensis,Barbados Bullfinch,barbadoski sjemenar
Loxigilla noctis,Lesser Antillean Bullfinch,maloantilski sjemenar
Melanospiza richardsoni,St Lucia Black Finch,ružičastonogi sjemenar
Melanospiza bicolor,Black-faced Grassquit,maslinastokrili sjemenar
Asemospiza fuliginosa,Sooty Grassquit,bambusov sjemenar
Asemospiza obscura,Dull-colored Grassquit,smeđoleđi sjemenar
Certhidea fusca,Grey Warbler-finch,siva darwinova zeba
Certhidea olivacea,Green Warbler-finch,riđogrla darwinova zeba
Platyspiza crassirostris,Vegetarian Finch,velika darwinova zeba
Pinaroloxias inornata,Cocos Finch,kokoski sjemenar
Geospiza difficilis,Sharp-beaked Ground-finch,oštrokljuna darwinova zeba
Geospiza psittacula,Large Tree-finch,papigokljuna darwinova zeba
Geospiza pauper,Medium Tree-finch,floreanska darwinova zeba
Geospiza parvula,Small Tree-finch,sivoleđa darwinova zeba
Geospiza heliobates,Mangrove Finch,mangrovska darwinova zeba
Geospiza pallida,Woodpecker Finch,darwinova zeba djetlarica
Geospiza septentrionalis,Vampire Ground-finch,vampirska darwinova zeba
Geospiza fuliginosa,Small Ground-finch,mala darwinova zeba
Geospiza fortis,Medium Ground-finch,batokljuna darwinova zeba
Geospiza acutirostris,Genovesa Ground-finch,tankokljuna darwinova zeba
Geospiza magnirostris,Large Ground-finch,debelokljuna darwinova zeba
Geospiza conirostris,Espanola Cactus-finch,krupnokljuna darwinova zeba
Geospiza scandens,Common Cactus-finch,darwinova zeba kaktusarka
Geospiza propinqua,Genovesa Cactus-finch,uskokljuna darwinova zeba
Volatinia jacarina,Blue-black Grassquit,patuljasti sjemenar
Conothraupis speculigera,Black-and-white Tanager,gorska tangara
Conothraupis mesoleuca,Cone-billed Tanager,debelokljuna tangara
Creurgops dentatus,Slaty Tanager,kestenjastokapa tangara
Creurgops verticalis,Rufous-crested Tanager,riđotrba tangara
Eucometis penicillata,Grey-headed Tanager,maslinastoleđa tangara
Trichothraupis melanops,Black-goggled Tanager,žutokapa tangara
Islerothraupis cristata,Flame-crested Tanager,plamenokruna tangara
Islerothraupis luctuosa,White-shouldered Tanager,bjeloramena tangara
Islerothraupis rufiventer,Yellow-crested Tanager,žutokruna tangara
Coryphospingus pileatus,Pileated Finch,crvenokruni sjemenar
Coryphospingus cucullatus,Red-crested Finch,crvenotrbi sjemenar
Maschalethraupis surinama,Fulvous-crested Tanager,plamenopjega tangara
Rhodospingus cruentus,Crimson-breasted Finch,crvenoprsi sjemenar
Chrysocorypha delatrii,Tawny-crested Tanager,krunata tangara
Lanio versicolor,White-winged Shrike-tanager,bjelokrila tangara
Lanio fulvus,Fulvous Shrike-tanager,narančastoleđa tangara
Lanio aurantius,Black-throated Shrike-tanager,crnokrila tangara
Lanio leucothorax,White-throated Shrike-tanager,žutoleđa tangara
Tachyphonus phoenicius,Red-shouldereded Tanager,crvenoramena tangara
Tachyphonus rufus,White-lined Tanager,crna tangara
Tachyphonus coronatus,Ruby-crowned Tanager,crvenokapa tangara
Ramphocelus sanguinolentus,Crimson-collared Tanager,grimiznoprsa tangara
Ramphocelus nigrogularis,Masked Crimson Tanager,grimiznoboka tangara
Ramphocelus dimidiatus,Crimson-backed Tanager,grimiznoleđa tangara
Ramphocelus melanogaster,Huallaga Tanager,hulalagaška tangara
Ramphocelus carbo,Silver-beaked Tanager,srebrnastokljuna tangara
Ramphocelus bresilius,Brazilian Tanager,brazilska tangara
Ramphocelus passerinii,Scarlet-rumped Tanager,crvenoleđa tangara
Ramphocelus costaricensis,Cherrie's Tanager,kostarička tangara
Ramphocelus flammigerus,Flame-rumped Tanager,kolumbijska tangara
Ramphocelus icteronotus,Lemon-rumped Tanager,limunastoleđa tangara
Sporophila bouvronides,Lesson's Seedeater,pjegavoprsi sjemenar
Sporophila lineola,Lined Seedeater,bjeločeli sjemenar
THRAUPIDAE,Tanagers,"tangare, sjemenari"
Catamblyrhynchus diadema,Plushcap,plišokapa tangara
Charitospiza eucosma,Coalcrest,srebrnastouha tangara
Orchesticus abeillei,Brown Tanager,cimetasta tangara
Parkerthraustes humeralis,Yellow-shouldered Grosbeak,prugastogrla tangara
Nemosia pileata,Hooded Tanager,siva tangara
Nemosia rourei,Cherry-throated Tanager,crvenoprsa tangara
Cyanicterus cyanicterus,Blue-backed Tanager,kobaltastoleđa tangara
Sericossypha albocristata,White-capped Tanager,bjelokruna tangara
Compsothraupis loricata,Scarlet-throated Tanager,grimiznogrla tangara
Coryphaspiza melanotis,Black-masked Finch,travnjački sjemenar
Embernagra platensis,Great Pampa-finch,zelenokrili sjemenar
Embernagra longicauda,Pale-throated Pampa-finch,zelenorepi sjemenar
Emberizoides ypiranganus,Lesser Grass-finch,sjemenar rogožar
Emberizoides herbicola,Wedge-tailed Grass-finch,oštrorepi sjemenar
Emberizoides duidae,Duida Grass-finch,tepujski sjemenar
Incaspiza pulchra,Great Inca-finch,sivoprsi sjemenar
Incaspiza personata,Rufous-backed Inca-finch,maranonski sjemenar
Incaspiza ortizi,Grey-winged Inca-finch,prugastoleđi sjemenar
Incaspiza laeta,Buff-bridled Inca-finch,riđoleđi sjemenar
Incaspiza watkinsi,Little Inca-finch,pustinjski sjemenar
Rhopospina fruticeti,Mourning Sierra-finch,čađasti sjemenar
Porphyrospiza caerulescens,Blue Finch,modri sjemenar
Corydospiza alaudina,Banded-tailed Sierra-finch,sjemenar stjenjak
Corydospiza carbonaria,Carbonated Sierra-finch,argentinski sjemenar
Chlorophanes spiza,Green Honeycreeper,žutokljuna tangara
Iridophanes pulcherrimus,Golden-collared Honeycreeper,žutovrata tangara
Chrysothlypis salmoni,Scarlet-and-white Tanager,bjeloboka tangara
Chrysothlypis chrysomelas,Black-and-yellow Tanager,limunasta tangara
Heterospingus rubrifrons,Sulphur-rumped Tanager,karipska tangara
Heterospingus xanthopygius,Scarlet-browed Tanager,obrvasta tangara
Hemithraupis flavicollis,Yellow-backed Tanager,pjegavoboka tangara
Hemithraupis guira,Guira Tanager,sivoboka tangara
Hemithraupis ruficapilla,Rufous-headed Tanager,cimetastoglava tangara
Tersina viridis,Swallow Tanager,tangara lastavičarka
Cyanerpes caeruleus,Purple Honeycreeper,dugokljuna tangara
Cyanerpes cyaneus,Red-legged Honeycreeper,crvenonoga tangara
Cyanerpes nitidus,Short-billed Honeycreeper,ružičastonoga tangara
Cyanerpes lucidus,Shining Honeycreeper,žutonoga tangara
Dacnis berlepschi,Scarlet-breasted Dacnis,plamenoprsa tangara
Dacnis venusta,Scarlet-thighed Dacnis,tirkiznoglava tangara
Dacnis cayana,Blue Dacnis,plava tangara
Dacnis flaviventer,Yellow-bellied Dacnis,zelenokapa tangara
Dacnis hartlaubi,Turqoise Dacnis,žutooka tangara
Dacnis egregia,Yellow-tufted Dacnis,žutoramena tangara
Dacnis lineata,Black-faced Dacnis,tirkiznoboka tangara
Dacnis viguieri,Viridian Dacnis,azurna tangara
Dacnis nigripes,Black-legged Dacnis,tirkizno-crna tangara
Dacnis albiventris,White-bellied Dacnis,bjelotrba tangara
Saltator multicolor,Many-colored Chaco Finch,šareni sjemenar
Saltator atricollis,Black-throated Saltator,smeđokapi sjemenar
Saltator orenocensis,Orinocan Saltator,sivoleđi sjemenar
Saltator similis,Green-winged Saltator,sivoglavi sjemenar
Saltator grandis,Northern Grey Saltator,bjelobradi sjemenar
Saltator olivascens,Caribbean Grey Saltator,olovastokrili sjemenar
Saltator coerulescens,Amazonian Grey Saltator,čađastoleđi sjemenar
Saltator striatipectus,Streaked Saltator,prugastoprsi sjemenar
Sporophila torqueola,Cinnamon-rumped Seedeater,cimetastoleđi sjemenar
Sporophila morelleti,White-collared Seedeater,ogrličasti sjemenar
Sporophila corvina,Black Seedeater,crni sjemenar
Sporophila ophthalmica,Black-breasted Seedeater,crno-bijeli sjemenar
Sporophila intermedia,Grey Seedeater,sivi sjemenar
Sporophila americana,Wing-barred Seedeater,bjelovrati sjemenar
Sporophila murallae,Caqueta Seedeater,sivoboki sjemenar
Sporophila fringilloides,White-naped Seedeater,oštrokljuni sjemenar
Sporophila luctuosa,Black-and-white Seedeater,gorski sjemenar
Sporophila caerulescens,Double-collared Seedeater,crnogrli sjemenar
Sporophila nigricollis,Yellow-bellied Seedeater,livadni sjemenar
Sporophila ardesiaca,Dubois's Seedeater,olovastoleđi sjemenar
Sporophila funerea,Thick-billed Seed-finch,batokljuni sjemenar
Sporophila angolensis,Chestnut-bellied Seed-finch,kestenjastotrbi sjemenar
Sporophila nuttingi,Nicaraguan Seed-finch,nikaragvanski sjemenar
Sporophila maximiliani,Great-billed Seed-finch,bjelokljuni sjemenar
Sporophila crassirostris,Large-billed Seed-finch,krupnokljuni sjemenar
Sporophila atrirostris,Black-billed Seed-finch,crnokljuni sjemenar
Sporophila schistacea,Slate-colored Seedeater,bjelotrbi sjemenar
Sporophila falcirostris,Temminck's Seedeater,žutokljuni sjemenar
Sporophila frontails,Buffy-fronted Seedeater,maslinasti sjemenar
Sporophila plumbea,Plumbeous Seedeater,olovasti sjemenar
Sporophila beltoni,Tropeiro Seedeater,sinji sjemenar
Sporophila collaris,Rusty-collared Seedeater,crnoglavi sjemenar
Sporophila albogularis,White-throated Seedeater,bjelogrli sjemenar
Sporophila leucoptera,White-bellied Seedeater,crvenokljuni sjemenar
Sporophila peruviana,Parrot-billed Seedeater,papigokljuni sjemenar
Sporophila telasco,Chestnut-throated Seedeater,kestenjastogrli sjemenar
Sporophila simplex,Drab Seedeater,smeđi sjemenar
Sporophila castaneiventris,Chestnut-bellied Seedeater,amazonski sjemenar
Sporophila minuta,Ruddy-breasted Seedeater,riđotrbi sjemenar
Sporophila bouvreuil,Copper Seedeater,crnokapi sjemenar
Sporophila nigrorufa,Black-and-tawny Seedeater,riđi sjemenar
Sporophila hypoxantha,Tawny-bellied Seedeater,cimetastotrbi sjemenar
Sporophila ruficollis,Dark-throated Seedeater,crnoprsi sjemenar
Sporophila iberaensis,Ibera Seedeater,tamnoglavi sjemenar
Sporophila pileata,Pearly-bellied Seedeater,bjelolici sjemenar
Sporophila hypochroma,Rufous-rumped Seedeater,sivokapi sjemenar
Sporophila cinnamomea,Chestnut Seedeater,kestenjasti sjemenar
Sporophila palustris,Marsh Seedeater,močvarni sjemenar
Sporophila melanogaster,Black-bellied Seedeater,crnotrbi sjemenar
Piezorina cinerea,Cinereous Finch,sjemenar pješčar
Xenospingus concolor,Slender-billed Finch,tankokljuni sjemenar
Cnemoscopus rubrirostris,Grey-hooded Tanager,žutotrba tangara
Cnemoscopus chrysogaster,Golden-bellied Tanager,srebrnastogrla tangara
Pseudospingus verticalis,Black-headed Hemispingus,crnoglava tangara
Pseudospingus xanthophthalmus,Drab Hemispingus,zagasita tangara
Poospiza boliviana,Bolivian Warbling-finch,bolivijski sjemenar
Poospiza ornata,Cinnamon Warbling-finch,kestenjastoleđi sjemenar
Poospiza whitii,Black-and-chestnut Warbling-finch,kestenjastoboki sjemenar
Poospiza nigrorufa,Black-and-rufous Warbling-finch,riđoprsi sjemenar
Poospiza hispaniolensis,Collared Warbling-finch,olovastoboki sjemenar
Poospiza rubecula,Rufous-breasted Warbling-finch,riđočeli sjemenar
Poospiza baeri,Tucuman Mountain-finch,narančastogrli sjemenar
Poospiza garleppi,Cochabamba Mountain-finch,narančastotrbi sjemenar
Poospiza goeringi,Slaty-backed Hemispingus,meridska tangara
Poospiza rufosuperciliaris,Rufous-browed Hemispingus,riđoprsa tangara
Kleinotharupis reyi,Grey-capped Hemispingus,sivokapa tangara
Kleinotharupis atropileus,Black-capped Hemispingus,crnokapa tangara
Kleinotharupis auricularis,White-browed Hemispingus,peruanska tangara
Kleinotharupis calophrys,Orange-browed Hemispingus,narančastogrla tangara
Kleinotharupis parodii,Parodi's Hemispingus,kuskoanska tangara
Sphenopsis frontalis,Oleaginous Hemispingus,maslinasta tangara
Sphenopsis ochracea,Western Hemispingus,sivoglava tangara
Sphenopsis piurae,Piura Hemispingus,piurska tangara
Sphenopsis melanotis,Black-eared Hemispingus,crnouha tangara
Thlypopsis fulviceps,Fulvous-headed Tanager,riđoglava tangara
Thlypopsis inornata,Buff-bellied Tanager,riđokapa tangara
Thlypopsis sordida,Orange-headed Tanager,zlatnoglava tangara
Thlypopsis pyrrhocoma,Chestnut-headed Tanager,kestenjastoglava tangara
Thlypopsis ruficeps,Rust-and-yellow Tanager,zelenokrila tangara
Thlypopsis superciliaris,Eyebrowed Hemispingus,andska tangara
Thlypopsis ornata,Rufous-chested Tanager,kestenjastoprsa tangara
Thlypopsis pectoralis,Brown-flanked Tanager,smeđoboka tangara
Castanozoster thoracicus,Bay-chested Warbling-finch,kestenjastoprsi sjemenar
Donacospiza albifrons,Long-tailed Reed-finch,dugorepi sjemenar
Cypsnagra hirundinacea,White-rumped Tanager,crnorepa tangara
Poospizopsis hypocondria,Rufous-sided Warbling-finch,riđoboki sjemenar
Poospizopsis caesar,Chestnut-breasted Mountain-finch,kuskoanski sjemenar
Urothraupis stolzmanni,Stolzmann's Tanager,dugorepa tangara
Nephelornis oneilli,Pardusco,smeđa tangara
Microspingus lateralis,Buff-breasted Warbling-finch,riđoboka tangara
Microspingus cabanisi,Grey- breasted Warbling-finch,kestenjastoboka tangara
Microspingus erythrophrys,Rusty-browed Warbling-finch,kestenjasta tangara
Microspingus alticola,Plain-tailed Warbling-finch,cimetastoboka tangara
Microspingus torquatus,Ringed Warbling-finch,pepeljastoboka tangara
Microspingus pectoralis,Black-breasted Warbling-finch,argentinska tangara
Microspingus trifasciatus,Three-striped Hemispingus,prugastoglava tangara
Microspingus melanoleucus,Black-capped Warbling-finch,bjeloprsa tangara
Microspingus cinereus,Cinereous Warbling-finch,srebrnastoboka tangara
Conirostrum margaritae,Pearly-breasted Conebill,riječna tangara
Conirostrum bicolor,Bicolored Conebill,pepeljastoleđa tangara
Conirostrum speciosum,Chestnut-vented Conebill,pepeljasta tangara
Conirostrum leucogenys,White-eared Conebill,bjelouha tangara
Conirostrum albifrons,Capped Conebill,plavoramena tangara
Conirostrum binghami,Giant Conebill,brgljezolika tangara
Conirostrum sitticolor,Blue-backed Conebill,plavoleđa tangara
Conirostrum ferrugineiventre,White-browed Conebill,bjelobrka tangara
